#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
C8Fe85Tm10,,,,,,550.0,550.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
C8H14CrCoNO13,,,,,,11.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
C8H14FeMnNO13,,,,,,27.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
C8H14FeNiNO13,,,,,,43.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
C8N3F4S2,,,,,,36.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
C9H16N4O2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
CCe15Ge9,,,,,,10.0,10.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CCe2Fe14,,,,,,345.0,345.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CCe2Fe17,,,,,,297.0,297.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CCo2Mn2,,,,,,808.0,808.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CDy2Fe14,,,,,,555.0,555.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CDy2Fe17,,,,,,515.0,515.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CEr2Fe14,,,,,,507.5,507.5,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CEr2Fe17,,,,,,488.0,488.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CF3H11O8S,,,,,,62.0,62.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CF3H9O7S,,,,,,111.0,111.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFO (CoFe2O4),,,,,,793.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
CFe0.2Mn2.8Sn,,,,,,238.0,238.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFe13Ga4Y2,,,,,,548.0,548.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Ga3Y2,,,,,,591.0,591.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Gd2,,,,,,630.0,630.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Ho2,,,,,,525.0,525.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Lu2,,,,,,495.0,495.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Nd2,,,,,,535.0,535.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Pr2,,,,,,513.0,513.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Sm2,,,,,,580.0,580.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Tb2,,,,,,585.0,585.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Tm2,,,,,,500.0,500.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Y2,,,,,,520.0,520.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe14Yb2,,,,,,495.0,495.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe15Ga2Y2,,,,,,588.0,588.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe15Si2Y2,,,,,,517.5,517.5,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe16GaY2,,,,,,556.0,556.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe16SiY2,,,,,,513.5,513.5,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Gd2,,,,,,582.0,582.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Ho2,,,,,,504.0,504.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Lu2,,,,,,490.0,490.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17N1.4Y2,,,,,,428.0,428.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Nd2,,,,,,449.0,449.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Pr2,,,,,,370.0,370.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Sm2,,,,,,562.0,562.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Tb2,,,,,,537.0,537.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Tm2,,,,,,488.0,488.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Y2,,,,,,498.0,498.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe17Yb2,,,,,,477.0,477.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
CFe3,,,,,,484.0,484.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFe3Ga,,,,,,510.0,510.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFe3Zn,,,,,,363.0,363.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFe5Si,,,,,,780.0,780.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CFe8Si2,,,,,,650.0,650.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CGa0.92Mn3.08,,,,,,323.5,323.5,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CGaMn2.9Ni0.1,,,,,,265.0,265.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CGaMn3,,,,,,250.0,250.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CH3NH3Pb0.5Cr0.5Br2Cl,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
CH4N2S,,,,,,12.0,12.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CHA2CuBr4,,,,,,3.98,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
CMn3Si0.1Sn0.9,,,,,,225.0,225.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CMn3Sn,,,,,,272.0,272.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CMn3Zn,,,,,,470.0,470.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CMn5Si,,,,,,284.0,284.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CMn8Si2,,,,,,230.0,230.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CMn9Si2,,,,,,220.0,220.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
CPA2CuCl4,,,,,,4.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Ca(Fe1/2Nb1/2)O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca(Mn0.6Ru0.4)O3,210.0,210.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Ca0.1Nd0.9VO3,,,,,,115.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.25La0.75MnO3,,,,,,235.0,235.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
Ca0.2La0.8MnO3,,,,,,191.0,191.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
Ca0.2Mg0.6Cu2.2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.2Nd0.8VO3,,,,,,92.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.2Sr0.8RuO3,,,,,,163.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Ca0.3La0.7MnO3,,,,,,258.0,258.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
Ca0.41La0.67Fe11.92O19,,,,,,701.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.4Sr0.6Mn0.96Mo0.04O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.4Sr0.6RuO3,,,,,,158.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Ca0.50Co0.50Cu2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.51La0.59Fe11.64Co0.25O19,,,,,,690.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.52La0.56Fe11.56Co0.36O19,,,,,,691.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.53La0.56Fe11.74Co0.30O19,,,,,,700.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.55La0.52Fe11.83Co0.35O19,,,,,,699.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.55Sr0.45Zn0.88Fe11.6O27,,,,,,623.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Ca0.58La0.51Fe11.91Co0.42O19,,,,,,702.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.58La0.51Fe11.91O19,,,,,,703.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.58La0.52Fe11.83Co0.35O19,,,,,,703.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.5La0.5RuO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca0.5O3RuSr0.5,,,,,,54.0,54.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,False,exp-sim
Ca0.62La0.48Fe11.74Co0.22O19,,,,,,697.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.66La0.43Fe11.91O19,,,,,,703.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.6Mg0.2Cu2.2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.6Sr0.4RuO3,,,,,,147.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Ca0.71Sr0.71Zn1.16Fe15.99O26.57,,,,,,623.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Ca0.75Mg0.15Cu2.1O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.76Sr0.62Zn1.21Fe16.01O26.62,,,,,,623.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Ca0.77La0.37Fe11.70Co0.09O19,,,,,,691.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.7La0.3B6,600.0,600.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.7Sm0.3MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.7Sr0.3Mn0.96Mo0.04O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.80Co0.20Cu2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.836CuO1.97,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.84Cu2.16O3-δ,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca0.85CuO2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.85Dy0.15MnO3,,,,,,111.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.85Eu0.15MnO3,,,,,,122.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.85Pr0.15MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.85Sm0.15MnO3,,,,,,120.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.85Y0.15MnO3,,,,,,116.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.86Cu2.14O2.93,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.88Ce0.12MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.88Dy0.12MnO3,,,,,,100.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.8La0.2B6,600.0,600.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.8Sr0.2RuO3,,,,,,107.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Ca0.90Bi0.10Mn7O12,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.90Ce0.10MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.90Co0.10Cu2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.90Pr0.10MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.90Y0.10MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.93Y0.07MnO3,,,,,,111.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.94Pr0.06MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.95Bi0.05Mn7O12,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.95Co0.05Cu2O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.95Y0.05MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.97Pr0.03MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.97Y0.03MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.985La0.015B6,,,,,,710.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.98Bi0.02Mn7O12,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.995La0.005B6,,,,,,600.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca0.99La0.01B6,600.0,600.0,,,,900.0,,,,,300.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,True,True,True,exp-sim
Ca0.9Cu2.1O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca0.9La0.1B6,600.0,600.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Ca0.9La0.1RuO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca1,,,,,,0.0,0.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Ca1.2La0.8FeIrO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca1.47La0.505Fe1.013Mo1.024O5.99,,,,,,401.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca1.487La0.509Fe1.07Mo0.91W0.07O6.017,,,,,,441.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca1.497La0.489Fe0.927Mo0.712W0.318O6.057,,,,,,460.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
Ca1.5La0.5MnIrO6,,,,,,140.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca1.90La0.10MnO4,,,,,,108.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca1.94Sr0.06RuO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca1.9La0.1MnIrO6,,,,,,110.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca11Eu9O20,,,,,,44.0,44.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
Ca14MnBi11,55.0,55.0,,,,55.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Ca14MnP11,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca14MnSb11,65.0,65.0,,,,65.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Ca1Fe2O5,,,,,,403.0,403.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Ca1Fe5Mo5O30Sr9,,,,,,413.0,413.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Ca1La9Mn10O30,,,,,,152.0,152.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,True,False,True,exp-sim
Ca2(Zn0.05Fe1.95)O5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca2(Zn0.10Fe1.90)O5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca2.5Sr0.5Ga1.2Mn1.8O8,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca2.5Sr0.5GaCo0.15Mn1.85O8,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca2.5Y0.5CoRhO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca2.5Y0.5LiRuO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca2.5Y1.5Cu5O10,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.70Ho0.30Co2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.70Nd0.30Co2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.70Pr0.30Co2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.70Tb0.30Co2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.70Y0.30Co2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Ca2.7Dy0.3Co2O6,,,,,,18.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca2.7Y0.3CoRhO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca2.85Y0.15CoRhO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
Ca2.8Dy0.2Co2O6,,,,,,20.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca2.9Dy0.1Co2O6,,,,,,23.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Ca2Al2SiO7:Ni0.0,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca2Al2SiO7:Ni0.5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca2Al2SiO7:Ni3.0,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Ca2AlMnO5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Ca2CeCr2TiO9,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
