#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
YbMn6Ge5.93Ga0.07,,,,,,40.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
YbMn6Ge6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbMn6Sn6,,,,,,284.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
YbMnO3,,,,,,2.7,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
YbMn2Ge2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbMn2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbMo6S8,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbN,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNi,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNi1.09Fe0.91Al8,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNi2,10.5,10.5,,,,10.5,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,True,True,True,exp-sim
YbNi2Ge2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNi4Cu,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNi4P2,0.17,0.17,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
YbNi5,0.55,0.55,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
YbNi5Ge3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNiAl,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNiAl2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNiGa,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNiSi3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbNiSn,5.65,5.65,,,,5.6,,,,,-0.05000000000000071,Tc_sim available in: Nemad,Tc_exp available in: Nemad,True,False,True,exp-sim
YbNi2Sn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbOs2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbP,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd2Si,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd2Sn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd3S4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd5Al2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdBi,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdCu4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdGe,,,,,,11.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
YbPdIn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdMg,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdSb,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPdSn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPd2Sn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPt3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPtAl,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPtGe,,,,,,4.7,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
YbPtIn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPtSn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbPt2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbRh,1.2,1.2,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
YbRh2(Si0.95Ge0.05)2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRh2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRhB4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRhGe,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRhIn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRhO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRhSn,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbRu2Si2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbS,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbSb,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbSnPd2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbVO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbVO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
YbZn2As2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Yb[O3P(C6H4)PO3H],,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
YbxFe4Sb12,,,,,,0.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
Yb2Fe14C,,,,,,495.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Yb2Zn17,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Y0.6Tb2.4Co,,,,,,72.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Y0.9Tb2.1Co,,,,,,61.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Y1.2Tb1.8Co,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Y1.5Tb1.5Co,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Y1.8Tb1.2Co,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Y2.4Tb0.6Co,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Y3Fe5O12,,,,,,555.0625,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn or Mg doped MnWO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Zn0.00Fe3.00O4,,,,,,818.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.02Fe2.98O4,,,,,,763.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.037Cu0.94Cr2.13Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.05Fe2.95O4,,,,,,758.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.07Cu0.90Cr1.87Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.07Cu0.97Cr2.19Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.08Cu0.81Cr1.72Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.0Co1.0Fe2O4,,,,,,793.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.0Fe3O4,,,,,,704.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.0Mg1.5Mn0.5FeO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.10Fe2.90O4,,,,,,703.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.15Fe2.85O4,,,,,,693.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.18Co0.82O0.962,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.18Cu0.82Cr1.93Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.19Co0.87Fe1.94O4,,,,,,630.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.1Cd0.9Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.1Co0.9Al0.5Fe1.46La0.04O4,,,,,,748.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.1Cu0.9Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.1Fe2.9O4,,,,,,818.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.1Gd0.1Fe1.9O4,,,,,,403.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.1Mg1.4Mn0.5FeO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.1Mn0.9Fe2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.1Mn0.9In2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.1Ni0.9Fe2O4,,,,,,724.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.20Co0.80O0.939,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.20Fe2.80O4,,,,,,683.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.21Cu0.86Cr2.31Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.23Co0.60Fe2.17O4,,,,,,510.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.23Co0.81Fe1.96O4,,,,,,600.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.23Fe2.77O4,,,,,,763.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.24Co0.76O0.901,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.25Ni0.75Fe2O4,729.5,729.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.2Cd0.8Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.2Co0.8Al0.5Fe1.46La0.04O4,,,,,,770.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.2Cu0.8Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.2Cu0.8FeCrO4,,,,,,580.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.2Fe2.8O4,763.5,763.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.2Mg1.3Mn0.5FeO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.2Mn0.8Fe2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.2Ni0.4Cu0.4Fe2O4,705.0,705.0,,,,705.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.2Ni0.8Fe2O4,,,,,,454.27,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.2Ni0.8FeCrO4,,,,,,600.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.30Fe2.70O4,,,,,,763.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.31Cr0.74Sn1.26Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.32Co0.75Fe1.93O4,,,,,,526.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.33Co0.77Fe1.90O4,,,,,,567.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Co0.58Fe2.07O4,,,,,,510.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Ni0.20Co0.40Fe2.05O4,,,,,,843.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Ni0.30Co0.30Fe2.05O4,,,,,,843.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Ni0.40Co0.20Fe2.05O4,,,,,,843.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Ni0.50Co0.10Fe2.05O4,,,,,,843.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.35Ni0.60Fe2.05O4,,,,,,843.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.3Cd0.7Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.3Co0.7Al0.5Fe1.46La0.04O4,,,,,,783.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.3Cu0.7Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.3Cu0.7Fe1.5Ga0.5O4,,,,,,395.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.3Mg1.2Mn0.5FeO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.3Mn0.7In2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.3Mn2.7O4,,,,,,32.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.3Ni0.7Fe2O4,,,,,,630.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.45Co0.55Fe2O4,,,,,,175.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.45Mn2.55O4,,,,,,25.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.47Cr0.99Sn1.01Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.49Cr1.08Sn0.92Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.4Co0.15Cu0.45Ce0.1Fe1.9O4,,,,,,423.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Co0.3Cu0.3Ce0.1Fe1.9O4,,,,,,373.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Co0.45Cu0.15Ce0.1Fe1.9O4,,,,,,423.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Co0.6Al0.5Fe1.46La0.04O4,,,,,,790.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Co0.6Ce0.1Fe1.9O4,,,,,,473.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Co0.6Fe2O4,,,,,,420.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Co0.6Fe2O4@Zn0.4Mn0.6Fe2O4,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.4Cu0.6Ce0.1Fe1.9O4,,,,,,373.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.4Cu0.6Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Cu0.6FeCrO4,,,,,,560.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.35Mn0.25Fe2O4,,,,,,405.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.3Mn0.30Fe2O4,,,,,,403.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.51Mn0.09Fe2O4,,,,,,437.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.55Mn0.05Fe2O4,,,,,,443.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.5Mn0.10Fe2O4,,,,,,415.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg0.6Fe2O4,,,,,,452.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Mg1.1Mn0.5FeO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.4Mn0.6Fe2O4,,,,,,362.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Ni0.2Cu0.4Fe2O4,,,,,,565.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Ni0.6Fe2O4,,,,,,460.44,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.4Ni0.6FeCrO4,,,,,,575.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.52Ni0.28Cu0.2Fe2O4,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.45Fe1.55O4,,,,,,375.65,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.55Fe1.45O4,,,,,,353.75,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.65Fe1.35O4,,,,,,329.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.6Fe1.4O4,319.75,319.75,,,,321.95,,,,,2.1999999999999886,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.75Fe1.25O4,,,,,,301.75,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.54Co0.46Cr0.7Fe1.3O4,,,,,,310.65,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.56Ni0.24Cu0.2Fe2O4,,,,,,321.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Co0.5Al0.5Fe1.46La0.04O4,,,,,,703.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.5Co0.5WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.5Cu0.5Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Fe0.5Fe2O4,,,,,,358.3333333333333,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Al0.0Fe2.0O4,,,,,,386.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Al0.3Fe1.7O4,,,,,,353.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Al0.4Fe1.6O4,,,,,,346.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Al0.5Fe1.5O4,,,,,,338.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Al0.6Fe1.4O4,,,,,,329.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5Fe2O4,,,,,,377.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.5Mn0.5In2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.5Ni0.5Fe2O4,517.25,517.25,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.5Ni0.5WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.60Co0.40Fe2O4,,,,,,353.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.60Ni0.20Cu0.2Fe2O4,,,,,,295.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.61Co0.39O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.67Mn2.33As2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.68Ni0.12Cu0.2Fe2O4,,,,,,210.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Cu0.4Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Cu0.4Fe2O4,,,,,,305.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Cu0.4FeCrO4,,,,,,460.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Fe0.4Cr2S4,,,,,,42.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Mn0.4In2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.6Mn2.4O4,,,,,,36.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Ni0.4Fe2O4,,,,,,485.42,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.6Ni0.4FeCrO4,,,,,,550.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.70Mn0.30O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.75Co0.25O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.75Cr0.25Te,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.75Fe0.25Cr2S4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.75Mn0.25GeP2,,,,,,312.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.75Mn2.25O4,,,,,,9.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.75Ni0.25Fe2O4,295.2,295.2,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.76Mn0.24Cr2Se4,,,,,,1053.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.77Mn2.23As2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.7Cu0.3Cr2Se4,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.7Cu0.3Fe2O4,272.0,272.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.7Fe0.3Fe2O4,,,,,,347.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.7Mn0.3In2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.7Mn0.3O,,,,,,32.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
